,url,restaurant_name,biz_id,restaurant_address,country,restaurant_area,longitude,latitude,listed_category,overall_review,username,user_location,friend_count,review_count,user_overall_rating,review_date,user_review
10,https://www.yelp.com/biz/A-Noodle-Story-Singapore,A Noodle Story,KsHdXhRdu9UzjZXO7g9BHg,"7 Maxwell Rd, Singapore 069111", Singapore,Tanjong Pagar,103.8468933,1.279114317,"Food Stands, Ramen, Singaporean",14 reviews,Wesley L.,"Manayunk, Philadelphia, PA",304,142,4,9/6/2014,"My bowl of noodles was meticulously prepared, reminiscent of the care that goes into a bowl of Japanese ramen.It was certainly a step up in ingredient quality from the usual hawker fare.I do however agree with other reviewers that the dumplings and chashu lack an umami punch. My guess is that they don't use MSG, but unlike Japanese ramen shops, don't have enough ingredients that contribute their own umami.Of course, these are small grouses given the very reasonable price of $5.5-$7.5. It's certainly worth a try if you're near Amoy."
11,https://www.yelp.com/biz/A-Noodle-Story-Singapore,A Noodle Story,KsHdXhRdu9UzjZXO7g9BHg,"7 Maxwell Rd, Singapore 069111", Singapore,Tanjong Pagar,103.8468933,1.279114317,"Food Stands, Ramen, Singaporean",14 reviews,Jing Yu P.,"Bedok North, Singapore, Singapore",2,21,4,3/3/2014,"I think that it may be wrong to come to this stall with the intention of tasting typical wanton mee. The stall owner describes this as a Singaporean style ramen. An apt description.Everything here is done as per ramen standards. The soup, the pork belly( imported from Spain and cooked sous vide for 36 hours) to the potato wrapped prawns and HK style wanton. Careful attention and detailed work. The result? A damn good bowl of wan ton mee. Don't expect the fiery chilli like eng's or the one at da Jie. But come here if you want a take on wanton mee by a new generation of chefs."
12,https://www.yelp.com/biz/A-Noodle-Story-Singapore,A Noodle Story,KsHdXhRdu9UzjZXO7g9BHg,"7 Maxwell Rd, Singapore 069111", Singapore,Tanjong Pagar,103.8468933,1.279114317,"Food Stands, Ramen, Singaporean",14 reviews,Jonathan K.,"Vienna, Austria",23,128,5,28/1/2015,"Fight through the Hawker market to find a diamond in the lower class diamonds. Who are we kidding? Everything is delicious at these Hawker markets. But this place. Wow. Amazing 'Singaporean' noodles. Tiny place to make them and yet perfection each time. If you are in Singapore for one day, this is the place for lunch!"
13,https://www.yelp.com/biz/A-Noodle-Story-Singapore,A Noodle Story,KsHdXhRdu9UzjZXO7g9BHg,"7 Maxwell Rd, Singapore 069111", Singapore,Tanjong Pagar,103.8468933,1.279114317,"Food Stands, Ramen, Singaporean",14 reviews,Clarissa L.,"Basel, Switzerland",92,303,3,16/4/2013,"It was pretty good but not amazing, somehow. Perhaps I was just missing the typical random stalks of veg that come with normal wanton mee.. Also I prefer normal char siew to the cha shu that they provided here (think layers of fat + meat, I really do not like fat in my meat).Anyway, $5 noodle bowl does come with a fair bit of stuff - yummy potato strip-wrapped prawn (deep fried and certainly crisp! nice texture); 3 slices cha shu; 3 pcs wonton (v bouncy w prawn inside); fried shallots; some seasoning or other which adds some sweetness to the sauce. Pretty gd sambal too! Mee is the wonton mee texture, probably my favourite type of noodles :)It does take a while to get your food though.. Oh, it also comes with a bowl of soup."
14,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Jim D.,"Singapore, Singapore",24,143,5,1/5/2018,"Curry noodle.  One of the best in Singapore.  Micheline guide rated.  Honestly, what else can you say?  Savory broth, not too spicy for this American palate, tender juicy chicken, fishcake slices, bits of potato.  If you're new to this, I recommend getting the smallest bowl (which is still huge), and the yellow noodles."
15,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Tzeko M.,"Singapore, Singapore",236,115,4,12/9/2016,"If you fancy a good bowl of curry chicken bee hoon mee, come here!  Located in Hong Lim  hawker center, this place is a MAZE! - it is as confusing as Mustaffa shopping center but just as amazing. Some of the food stalls here are listed in the Michelin guide Singapore and Ah Heng is one of them.  If you're here during lunch, be prepared to queue. The line can be long, but it does move quickly. The server / staffs manning the stall is professional enough to get your order and prepare your bowl of goodness under 10 mins. It's that impressive! I've tried other similar stalls in the CBD area and this one is less intense as compared to the others. The curry soup is not as thick and ""creamy"" (the way I like it) and once mixed with the aromatic chili served separately, hell will break loose... I mean, be prepared to sweat it out while indulging in a bowl of very delicious curry noodles. I ordered a large bowl ($5.50 if not mistaken) and the portion is just perfect. The noodles is topped with a generous portion of steamed chicken depending on the size you order. I am definitely coming back though it might take some time since there are so many food stalls to try and explore and before I know it, I might lose my way finding Ah  Heng Curry Chicken Bee Hoon Mee stall again."
16,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Jason L.,"Singapore, Singapore",44,138,2,11/6/2016,"Heng (Lucky) To Only Have Eaten It Once. I love my curry. Chicken curry, Fish Curry, Indian Curry, Chinese Curry, Japanese Curry, Nonya Curry.... You name it I love it and  curry chicken noodles are no exception. Curry Chicken Noodle is one of my great pleasures and certainly a comfort food. Whether it's a cold day, or after a hard day of work, nothing soothes the soul like a hot, rich, fragrant bowl of curry chicken noodles. I've heard of the 2 curry chicken noodles for the longest time but never got around to tying them. Either because we passed by when I wasn't hungry or the queues were way too long. One day, while deciding to have breakfast there, I noticed that there were only 4 people in the queue.Finally! My chance to try! As the one on the first floor was closed, I decided to try Ah Heng, the one that usually has the longer queue. Doubts started to set in once the bowl was served to me. The soup looked a bit light, obviously lacking the orange-ness that you normally find in curry noodles. There was a slight fragrance to it and well... I've learnt not to judge a book by its cover, especially for food. However, one taste of the soup and I was very sadly proven right. The soup didn't really taste like a curry chicken soup. It tasted more of a salty chicken soup with a hint of curry added, a bit like making a curry Instant noodle and realizing you added a little too much water. While the chicken was pretty tender, the lack of oomph in the curry ensured that the potatoes looked and tasted like well..... Salty boiled potatoes are there wasn't enough sweetness in soup to excite me while it was being soaked in the ""tau pok"".Sadly... I really don't see what all the fuss and long queue is about. In general, the entire dish tasted a lot like the one time I tried using canned chicken curry to make into curry chicken noodles. Similar to that incident, I will only try it once and never again."
17,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Patty C.,"Chicago, IL",134,286,4,21/3/2016,"The chicken curry noodles here was very tasty. The chicken was very tender, and the yellow noodles had a nice chew to it. I would definitely eat it again if I had stayed in Singapore longer."
18,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Shorona W.,Hong Kong,19,21,5,18/5/2017,"This is my favourite place in singapore. If i can only have one meal here, i will come to ah heng. I normally take the $6 bowl which comes with chicken leg. Meat is so tender, soup is rich and tasty, and the potatoes melt in mouth. Yummy"
19,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Lionel O.,"Bedok North, Singapore, Singapore",67,85,3,29/10/2014,"I find this stall slightly inconsistent. Today's chicken meat was a lil bit dry compared to previous visits!Everyone who frequents this Honglim Food Centre knows about the famous Curry Noodles! As the story goes, some people prefer the one upstairs and some the one downstairs. I personally have heard the delicious stories about the one downstairs first, only to realise that there's one just as famous on the second floor too!I've had the privilege to try BOTH within a short time span of a month and have delcared downstairs the winner by a hair.Frankly speaking, they aren't really that far off from each other and ure not gonna be REALLY missing out if u are one over the other. But consistency lies with the one downstairs and not Ah Heng due to their slightly drier meat I had today. Its not really paper dry, don't get me wrong. Just that if i'm being REALLY picky, then yep!! That being said, there so many other things in Honglim to try out there as well! If you wanna know follow this commandment, ""Thou shall Yelp search and Thou shall find out!"". ;)"
20,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Carolyn L.,"Vancouver, Canada",132,1127,4,1/8/2013,"The current ""king"" of Singapore (Nik) introduced me to this and what a wonderful find it was. I am glad I tried it. I hardly eat curry chicken noodles because1. never a big fan of Chinese style chicken curry outside of home2. ""it is fattening"" being ingrained in the mind by the media and others3. those I tried before were lackluster and a total waste of the precious caloriesThis version totally blew the mind. I like the subtle smokiness of it and I believe it is from the chili on the side. Mix the chili into the noodles to get the maximum taste out of it. The chicken is very tender (white meat) and the taupok is thoroughly soaked with the gravy. The whole ensemble is just so good. Maybe I like spicy food but I do not think the gravy is particularly spicy. It is just nice to me.I will definitely be back for this in future. Thanks Nik, for the recommendation."
21,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Clara L.,"Singapore, Singapore",42,238,3,7/10/2014,"Just spent a week in Slovenia and Croatia. Loved the mountains, lakes, history, food and drink. But there was one problem....NO CHILLI!!!!You can take the girl out of Singapore, but you can't take the Singaporean away from her stomach. Yes, even though I had the best of the Adriatic and the freshest yoghurt I've ever tasted in my life, I craved chilli. Chilil on my pizza, chilli in my soup...anything. So what's a girl to do the minute she gets home? Drag her dude to Hong Lim for some curry mee on a Sunday. Zero queue and maximum spicy.For some reason, the curry zhup was less thick than before and that was disappointing. It was still spicy (and yes, I tipped an entire giant dallop of sambal into my soup), but somehow lacked the kick that's ingrained in my memory. Fish cake slices are still large and decent portions of chicken and noodles for $5. Loved fishing out the well soaked tao pok slices too. To make up for that lack of kick, I had a bowl of home made fishball and fish cake soup (with lard of course) from a few stalls away. We're all good now."
22,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Eric C.,"Singapore, Singapore",22,270,4,7/9/2012,"The curry chicken bee hoon mee here is served in 3 sizes. I opted for the smallest bowl of curry bee hoon. You can also choose from different types of noodles.First of all, let me say that the curry here is really more spicy than usual, so be prepared. The gravy is very slurp-worthy and is completely absorbed by the thinly sliced tau pok. There are also other ingredients, such as potato, chicken and fishcake. They don't skimp on the ingredients, which is a huge check mark in my book.The chicken was very tender and the noodles are very nice. Overall, definitely highly recommended from me."
23,https://www.yelp.com/biz/Ah-Heng-Curry-Chicken-Bee-Hoon-Mee-Singapore,Ah Heng Curry Chicken Bee Hoon Mee,HiJJUQ2XM6sCrZVBtj0flg,"Blk 531A Upper Cross St, Singapore 050531", Singapore,Chinatown,103.845774,1.285164,Street Vendors,10 reviews,Sakurazaki N.,"Singapore, Singapore",0,16,4,10/4/2013,"The Curry is very fragrant and spicy, for people who cannot really take spicy food, you might want to consider to have a drink to go with it.They are generous in portion and the chicken meat is tender. The chicken meat are de-boned and removes the hassle of using your hands or getting the curry smell on your hands. The gravy is good to the last drop and very rich in flavor."
24,https://www.yelp.com/biz/Ah-Hock-Fried-Hokkien-Noodles-Singapore,Ah Hock Fried Hokkien Noodles,ycPiFq3h5QpnBGDSyM5Gnw,"20 Kensington Park Road #01-27 Chomp Chomp Food Centre, Singapore 557269", Singapore,Serangoon Gardens,103.8663739,1.364548,"Local Flavor, Food",5 reviews,Foodie F.,"Singapore, Singapore",1,20,5,16/10/2013,"Ah Hock Fried Hokkien Noodles ??????? is the most popular Fried Hokkien Noodles stall in Chomp Chomp Food Centre. You are likely to see a plate of Ah Hock's Fried Hokkien Noodles on every table.We ordered a plate of Fried Hokkien Noodles $5. The Fried Hokkien Noodles is served in either $3, $4 or $5. Payment is made upon order and the food will be delivered to customers. After waiting for more than 40 minutes, our 'reward' arrived!There are many versions of Fried Hokkien Noodle in Singapore. Ah Hock's version of Fried Hokkien Noodles is- drier (not as wet. But there's still gravy at the bottom)- uses thin bee hoon instead of equal thickness of bee hoonTo my surprise, I quite like this plate of Fried Hokkien Noodle. Despite the fact that it was drier (compared to others) and uses noodles of different thickness. It was well-fried and richly flavoured. The mixture of yellow noodles and thin bee hoon had soaked up the essence of the broth and was just so delectable on its own. The pieces of squid and prawns hidden underneath the mixture of noodles and thin bee hoon were quite good too. The prawns were fresh while the slices of squids were well cooked; soft (not overcooked). Definitely worth the wait, it would have been perfect if it was fried with pork lard.Detailed review: foodiefc.blogspot.sg/201…"
25,https://www.yelp.com/biz/Ah-Hock-Fried-Hokkien-Noodles-Singapore,Ah Hock Fried Hokkien Noodles,ycPiFq3h5QpnBGDSyM5Gnw,"20 Kensington Park Road #01-27 Chomp Chomp Food Centre, Singapore 557269", Singapore,Serangoon Gardens,103.8663739,1.364548,"Local Flavor, Food",5 reviews,Edward C.,"Singapore, Singapore",0,4,3,5/1/2018,"This stall is probably very highly overrated. It is a far cry from its heydays in the 1970s when it was probably one of the best hokkien mee stalls in Singapore. I went back there today after more than 30 years to see if I could savour one of my favourite childhood dishes again. Sadly, I can only rate it slightly above average, certainly not worth waiting more than an hour for. Also quite disappointed that I could not try the cheng tng and satay bee hoon stalls. Wonder if they are still around after so many years."
26,https://www.yelp.com/biz/Ah-Hock-Fried-Hokkien-Noodles-Singapore,Ah Hock Fried Hokkien Noodles,ycPiFq3h5QpnBGDSyM5Gnw,"20 Kensington Park Road #01-27 Chomp Chomp Food Centre, Singapore 557269", Singapore,Serangoon Gardens,103.8663739,1.364548,"Local Flavor, Food",5 reviews,Ancy N.,"Singapore, Singapore",72,592,4,30/9/2012,"Of all the hawker food, hokkien mee is by far my favorite and what I miss the most when I am living overseas. (Ok, it is between this and bak chor mee)I like my hokkien mee moist, not too wet. The gravy has to taste of the sweetness of seafood and it has to be soaked into the noodles. And I like to have more bee hoon than yellow noodle.This hits all the spots. I mean all. This and Nam Sing at Old Airport Road are my fav.The only thing I am docking off is that there is always such a long wait. Even at midnight, we had to wait 20min for our plate of hokkien noodles. I guess when it comes to perfection like that, I just have to suck it up and wait."
27,https://www.yelp.com/biz/Ah-Hock-Fried-Hokkien-Noodles-Singapore,Ah Hock Fried Hokkien Noodles,ycPiFq3h5QpnBGDSyM5Gnw,"20 Kensington Park Road #01-27 Chomp Chomp Food Centre, Singapore 557269", Singapore,Serangoon Gardens,103.8663739,1.364548,"Local Flavor, Food",5 reviews,Skii C.,"Singapore, Singapore",7,170,4,24/8/2012,"I really love Hokkien noodles, and i like my noodles slightly moist, but not entirely soaked in gravy. So this place of Hokkien noodles was almost perfect. Also, the seafood used for it was fresh and succulent. This is best paired with a glass of tasty sugar cane juice (which Chomp Chomp is famous for) - to wash the oil down.This award winning stall has throngs of people queueing for it, so it you want to get it quick, I suggest you go during off-peak hours."
28,https://www.yelp.com/biz/Ah-Hock-Fried-Hokkien-Noodles-Singapore,Ah Hock Fried Hokkien Noodles,ycPiFq3h5QpnBGDSyM5Gnw,"20 Kensington Park Road #01-27 Chomp Chomp Food Centre, Singapore 557269", Singapore,Serangoon Gardens,103.8663739,1.364548,"Local Flavor, Food",5 reviews,Joanna Y.,"Singapore, Singapore",20,50,3,17/7/2012,"Unlike most fried hokkien mee stalls that use a mix of thick yellow noodles and thick rice vermicelli, Ah Hock substitutes the thick rice vermicelli with its thinner version. Personally, I'd prefer my hokkien mee with thicker noodles. The noodles are also a tad too dry for my liking.Having said that, the taste is still pretty flavorful. Especially after adding in a hint of lime juice. Waiting time can get pretty long and last around 30 mins."
29,https://www.yelp.com/biz/Akira-Back-Singapore,Akira Back,kJ9mUvmNA1slG4L6Xfgj7w,"30 Beach Rd, Blackburn 189763", Singapore,"Bugis, City Hall",103.8558912,1.295741457,"Japanese, Bars, Asian Fusion",4 reviews,Khiang S.,"Madison, WI",79,164,5,7/7/2017,"2nd time back and really enjoyed the food. Think Japanese, Korean, & Mexican. Put them all together and you get the unique flavors of Akira Back. We were a group of 10 and did not know how much to order so we asked the staff to plan a dinner for 10.  Next thing we know, food kept pouring out of the kitchen, from tacos to sashimi to rib eyes and sous vide chicken breast and finished off with signature rolls. It was way too much for us. I recommend, if you want to do what we did, to reduce the head count. So for a group of 10, I would plan for 7 or 8. That way there's room for desserts. Make sure to include the pork belly roll and you can skip the fried rice. I was too busy eating to take photos of these dishes. All of them are visually tasty too. Fantastic staff. Very nice and accommodating. Knowledgeable too.For a special night, I highly recommend Akira Back."
30,https://www.yelp.com/biz/Akira-Back-Singapore,Akira Back,kJ9mUvmNA1slG4L6Xfgj7w,"30 Beach Rd, Blackburn 189763", Singapore,"Bugis, City Hall",103.8558912,1.295741457,"Japanese, Bars, Asian Fusion",4 reviews,Rigo G.,"Georgetown, TX",7,85,5,20/6/2017,"Excellent appetizers, rolls and miso soups. Must try the spicy crab miso soup, the brother from another mother roll and tuna tacos.Didn't take pics as I was hungry, but will during next next visit.Staff is wonderful and friendly. Perfect for couples, groups, customers and friends..."
